cw_code,close_price,change,conversion_ratio,exercise_price,underlying_code,issuer,warrant_type,exercise_style,first_trading_date,last_trading_date,status,scraped_at,row_number
CHDB2203,20.0,(0.00%),5 : 1,28888.0,HDB,KIS,Mua,Châu Âu,07/04/2022,11/08/2022,Hết hiệu lực,2025-10-02T10:36:06.025039,7
CHDB2204,10.0,(0.00%),2 : 1,31500.0,HDB,VCI,Mua,Châu Âu,28/04/2022,22/09/2022,Hết hiệu lực,2025-10-02T10:36:06.074905,8
CHDB2205,10.0,(0.00%),3.9979 : 1,21677.0,HDB,KIS,Mua,Châu Âu,16/05/2022,18/10/2022,Hết hiệu lực,2025-10-02T10:36:06.124290,9
CHDB2207,10.0,(0.00%),2.3987 : 1,19590.0,HDB,MBS,Mua,Châu Âu,08/07/2022,05/12/2022,Hết hiệu lực,2025-10-02T10:36:18.803176,1
CHDB2208,10.0,(0.00%),3.9979 : 1,19189.0,HDB,KIS,Mua,Châu Âu,19/07/2022,24/03/2023,Hết hiệu lực,2025-10-02T10:36:18.856548,2
CHDB2209,10.0,(0.00%),3.1983 : 1,21483.0,HDB,KIS,Mua,Châu Âu,06/09/2022,07/12/2022,Hết hiệu lực,2025-10-02T10:36:18.909406,3
CHDB2210,10.0,(0.00%),3.9979 : 1,23098.0,HDB,KIS,Mua,Châu Âu,06/09/2022,08/03/2023,Hết hiệu lực,2025-10-02T10:36:18.968769,4
CHDB2301,90.0,-100 (-52.63%),3.4815 : 1,16827.0,HDB,KIS,Mua,Châu Âu,14/06/2023,26/10/2023,Hết hiệu lực,2025-10-02T10:36:19.022624,5
CHDB2302,610.0,-20 (-3.17%),3.4815 : 1,16536.0,HDB,KIS,Mua,Châu Âu,13/07/2023,21/11/2023,Hết hiệu lực,2025-10-02T10:36:19.075996,6
CHDB2303,340.0,30 (+9.68%),3.4815 : 1,17504.0,HDB,KIS,Mua,Châu Âu,13/07/2023,21/12/2023,Hết hiệu lực,2025-10-02T10:36:19.127861,7
CHDB2304,1330.0,100 (+8.13%),3.4815 : 1,18277.0,HDB,KIS,Mua,Châu Âu,13/07/2023,21/03/2024,Hết hiệu lực,2025-10-02T10:36:19.183224,8
CHDB2305,1390.0,-70 (-4.79%),3.4815 : 1,18471.0,HDB,KIS,Mua,Châu Âu,18/07/2023,22/02/2024,Hết hiệu lực,2025-10-02T10:36:19.236085,9
CHDB2401,10.0,(0.00%),3.34 : 1,25017.0,HDB,KIS,Mua,Châu Âu,26/12/2024,26/03/2025,Hết hiệu lực,2025-10-02T10:36:31.965823,1
CHDB2501,10.0,(0.00%),2 : 1,24800.0,HDB,VCI,Mua,Châu Âu,10/02/2025,26/06/2025,Hết hiệu lực,2025-10-02T10:36:32.017986,2
CHDB2502,20.0,(0.00%),4 : 1,24444.0,HDB,KIS,Mua,Châu Âu,21/04/2025,17/07/2025,Hết hiệu lực,2025-10-02T10:36:32.067865,3
CHDB2503,1350.0,-70 (-4.93%),4 : 1,25555.0,HDB,KIS,Mua,Châu Âu,21/04/2025,17/09/2025,Hết hiệu lực,2025-10-02T10:36:32.121161,4
CHPG1901,110.0,-30 (-21.43%),2 : 1,22900.0,HPG,MBS,Mua,Châu Âu,28/06/2019,06/09/2019,Hết hiệu lực,2025-10-02T10:36:32.180260,5
CHPG1902,20.0,(0.00%),5 : 1,41999.0,HPG,KIS,Mua,Châu Âu,28/06/2019,09/12/2019,Hết hiệu lực,2025-10-02T10:36:32.231972,6
CHPG1903,20.0,-10 (-33.33%),2 : 1,23200.0,HPG,VPSS,Mua,Châu Âu,28/06/2019,10/09/2019,Hết hiệu lực,2025-10-02T10:36:32.280815,7
CHPG1904,170.0,-30 (-15%),1 : 1,23100.0,HPG,SSI,Mua,Châu Âu,12/07/2019,26/09/2019,Hết hiệu lực,2025-10-02T10:36:32.331165,8
CHPG1905,170.0,-150 (-46.88%),1 : 1,23100.0,HPG,SSI,Mua,Châu Âu,12/07/2019,26/12/2019,Hết hiệu lực,2025-10-02T10:36:32.383463,9
CHPG1907,160.0,60 (+60%),1 : 1,21000.0,HPG,SSI,Mua,Châu Âu,24/10/2019,20/04/2020,Hết hiệu lực,2025-10-02T10:36:45.147468,1
CHPG1908,2400.0,150 (+6.67%),2 : 1,20500.0,HPG,MBS,Mua,Châu Âu,14/11/2019,20/01/2020,Hết hiệu lực,2025-10-02T10:36:45.205313,2
CHPG1909,30.0,(0.00%),2 : 1,24680.0,HPG,KIS,Mua,Châu Âu,09/12/2019,13/05/2020,Hết hiệu lực,2025-10-02T10:36:45.266666,3
CHPG2001,1510.0,-50 (-3.21%),2 : 1,24000.0,HPG,HCM,Mua,Châu Âu,22/01/2020,26/06/2020,Hết hiệu lực,2025-10-02T10:36:45.320524,4
CHPG2002,8620.0,390 (+4.74%),1.6380 : 1,24570.0,HPG,KIS,Mua,Châu Âu,19/02/2020,14/12/2020,Hết hiệu lực,2025-10-02T10:36:45.376888,5
CHPG2003,20.0,-70 (-77.78%),3 : 1,22100.0,HPG,MBS,Mua,Châu Âu,18/02/2020,29/04/2020,Hết hiệu lực,2025-10-02T10:36:45.433251,6
CHPG2004,2710.0,-920 (-25.34%),1 : 1,23500.0,HPG,SSI,Mua,Châu Âu,13/03/2020,11/06/2020,Hết hiệu lực,2025-10-02T10:36:45.512041,7
CHPG2005,13000.0,500 (+4%),0.8190 : 1,15561.0,HPG,VND,Mua,Châu Âu,27/04/2020,29/09/2020,Hết hiệu lực,2025-10-02T10:36:45.669650,8
CHPG2006,3960.0,-30 (-0.75%),1.6380 : 1,18035.0,HPG,KIS,Mua,Châu Âu,11/05/2020,14/09/2020,Hết hiệu lực,2025-10-02T10:36:45.722512,9
CHPG2008,15970.0,530 (+3.43%),0.8190 : 1,22932.0,HPG,SSI,Mua,Châu Âu,15/06/2020,26/11/2020,Hết hiệu lực,2025-10-02T10:36:58.464554,1
CHPG2009,7470.0,-160 (-2.10%),1.6380 : 1,18428.0,HPG,HCM,Mua,Châu Âu,16/06/2020,27/10/2020,Hết hiệu lực,2025-10-02T10:36:58.516933,2
CHPG2010,6110.0,170 (+2.86%),3.2761 : 1,27109.0,HPG,KIS,Mua,Châu Âu,26/06/2020,01/04/2021,Hết hiệu lực,2025-10-02T10:36:58.569792,3
CHPG2011,5670.0,(0.00%),1.6380 : 1,20639.0,HPG,MBS,Mua,Châu Âu,23/07/2020,16/10/2020,Hết hiệu lực,2025-10-02T10:36:58.627155,4
CHPG2012,27600.0,"-1,130 (-3.93%)",0.82 : 1,21680.0,HPG,SSI,Mua,Châu Âu,04/08/2020,14/01/2021,Hết hiệu lực,2025-10-02T10:36:58.678020,5
CHPG2013,20850.0,"1,520 (+7.86%)",0.82 : 1,19634.0,HPG,SSI,Mua,Châu Âu,04/08/2020,27/11/2020,Hết hiệu lực,2025-10-02T10:36:58.729397,6
CHPG2014,38000.0,650 (+1.74%),0.82 : 1,21680.0,HPG,SSI,Mua,Châu Âu,04/08/2020,15/04/2021,Hết hiệu lực,2025-10-02T10:36:58.780263,7
CHPG2015,27150.0,540 (+2.03%),0.82 : 1,21680.0,HPG,SSI,Mua,Châu Âu,04/08/2020,25/02/2021,Hết hiệu lực,2025-10-02T10:36:58.833634,8
CHPG2016,12950.0,"1,350 (+11.64%)",1.64 : 1,22498.0,HPG,HCM,Mua,Châu Âu,10/08/2020,12/01/2021,Hết hiệu lực,2025-10-02T10:36:58.904961,9
CHPG2018,8040.0,70 (+0.88%),4 : 1,29999.0,HPG,KIS,Mua,Châu Âu,08/09/2020,12/05/2021,Hết hiệu lực,2025-10-02T10:37:11.620593,1
CHPG2019,7200.0,-50 (-0.69%),2 : 1,24100.0,HPG,MBS,Mua,Châu Âu,23/09/2020,16/12/2020,Hết hiệu lực,2025-10-02T10:37:11.673963,2
CHPG2020,43990.0,"2,990 (+7.29%)",0.7347 : 1,19103.0,HPG,VND,Mua,Châu Âu,22/10/2020,28/06/2021,Hết hiệu lực,2025-10-02T10:37:11.725829,3
CHPG2021,10260.0,60 (+0.59%),2 : 1,25000.0,HPG,HCM,Mua,Châu Âu,27/10/2020,30/03/2021,Hết hiệu lực,2025-10-02T10:37:11.774213,4
CHPG2022,14200.0,-270 (-1.87%),2 : 1,27000.0,HPG,HCM,Mua,Châu Âu,27/10/2020,30/04/2021,Hết hiệu lực,2025-10-02T10:37:11.824083,5
CHPG2023,14500.0,400 (+2.84%),1 : 1,28500.0,HPG,ACBS,Mua,Châu Âu,27/10/2020,08/01/2021,Hết hiệu lực,2025-10-02T10:37:11.877456,6
CHPG2024,10510.0,-190 (-1.78%),2 : 1,27500.0,HPG,BSI,Mua,Châu Âu,28/10/2020,06/04/2021,Hết hiệu lực,2025-10-02T10:37:11.928324,7
CHPG2025,14900.0,380 (+2.62%),1 : 1,34000.0,HPG,VCI,Mua,Châu Âu,29/10/2020,07/04/2021,Hết hiệu lực,2025-10-02T10:37:11.982693,8
CHPG2026,11110.0,240 (+2.21%),2 : 1,36500.0,HPG,MBS,Mua,Châu Âu,31/12/2020,06/05/2021,Hết hiệu lực,2025-10-02T10:37:12.046039,9
CHPG2102,30500.0,"1,200 (+4.10%)",0.7347 : 1,30124.0,HPG,ACBS,Mua,Châu Âu,18/01/2021,01/07/2021,Hết hiệu lực,2025-10-02T10:37:24.738258,1
CHPG2103,14080.0,130 (+0.93%),1.4694 : 1,30858.0,HPG,VND,Mua,Châu Âu,09/02/2021,02/07/2021,Hết hiệu lực,2025-10-02T10:37:24.788608,2
CHPG2104,8750.0,"1,550 (+21.53%)",2.2042 : 1,32916.0,HPG,MBS,Mua,Châu Âu,05/03/2021,01/07/2021,Hết hiệu lực,2025-10-02T10:37:24.838474,3
CHPG2105,11320.0,130 (+1.16%),1.4694 : 1,30858.0,HPG,HCM,Mua,Châu Âu,09/03/2021,05/08/2021,Hết hiệu lực,2025-10-02T10:37:24.892849,4
CHPG2106,7540.0,140 (+1.89%),1.4694 : 1,36883.0,HPG,MBS,Mua,Châu Âu,06/05/2021,25/08/2021,Hết hiệu lực,2025-10-02T10:37:24.942715,5
CHPG2107,1490.0,(0.00%),3.6736 : 1,43619.0,HPG,KIS,Mua,Châu Âu,06/05/2021,10/08/2021,Hết hiệu lực,2025-10-02T10:37:24.993093,6
CHPG2108,1470.0,20 (+1.38%),3.6736 : 1,43684.0,HPG,KIS,Mua,Châu Âu,11/05/2021,10/08/2021,Hết hiệu lực,2025-10-02T10:37:25.041964,7
CHPG2109,120.0,90 (+300%),1 : 1,55000.0,HPG,VCI,Mua,Châu Âu,03/08/2021,06/01/2022,Hết hiệu lực,2025-10-02T10:37:25.106310,8
CHPG2110,910.0,-90 (-9%),5 : 1,44000.0,HPG,ACBS,Mua,Châu Âu,24/08/2021,02/12/2021,Hết hiệu lực,2025-10-02T10:37:25.156182,9
CHPG2112,70.0,-10 (-12.50%),6 : 1,48900.0,HPG,MBS,Mua,Châu Âu,17/09/2021,23/12/2021,Hết hiệu lực,2025-10-02T10:37:37.810432,1
CHPG2113,60.0,50 (+500%),4 : 1,51500.0,HPG,HCM,Mua,Châu Âu,05/10/2021,03/03/2022,Hết hiệu lực,2025-10-02T10:37:37.860298,2
CHPG2114,10.0,-10 (-50%),10 : 1,56789.0,HPG,KIS,Mua,Châu Âu,15/10/2021,25/04/2022,Hết hiệu lực,2025-10-02T10:37:37.913670,3
CHPG2115,10.0,-10 (-50%),5 : 1,56000.0,HPG,VND,Mua,Châu Âu,19/10/2021,24/01/2022,Hết hiệu lực,2025-10-02T10:37:37.963536,4
CHPG2116,10.0,-10 (-50%),3.0258 : 1,46454.0,HPG,VND,Mua,Châu Âu,26/10/2021,04/07/2022,Hết hiệu lực,2025-10-02T10:37:38.009928,5
CHPG2117,10.0,(0.00%),3.7823 : 1,45387.0,HPG,SSI,Mua,Châu Âu,24/11/2021,29/06/2022,Hết hiệu lực,2025-10-02T10:37:38.071764,6
CHPG2118,20.0,(0.00%),5 : 1,61999.0,HPG,KIS,Mua,Châu Âu,26/11/2021,02/05/2022,Hết hiệu lực,2025-10-02T10:37:38.133118,7
CHPG2119,20.0,(0.00%),2 : 1,53000.0,HPG,VCI,Mua,Châu Âu,22/12/2021,20/05/2022,Hết hiệu lực,2025-10-02T10:37:38.191964,8
CHPG2201,20.0,10 (+100%),7.5645 : 1,37570.0,HPG,KIS,Mua,Châu Âu,11/01/2022,19/10/2022,Hết hiệu lực,2025-10-02T10:37:38.244336,9
CHPG2203,10.0,(0.00%),3.0258 : 1,38957.0,HPG,HCM,Mua,Châu Âu,12/01/2022,16/09/2022,Hết hiệu lực,2025-10-02T10:37:50.968982,1
CHPG2204,10.0,(0.00%),3.7823 : 1,33662.0,HPG,MBS,Mua,Châu Âu,01/03/2022,22/06/2022,Hết hiệu lực,2025-10-02T10:37:51.048286,2
CHPG2206,20.0,(0.00%),7.5645 : 1,36981.0,HPG,KIS,Mua,Châu Âu,07/04/2022,11/08/2022,Hết hiệu lực,2025-10-02T10:37:51.108126,3
CHPG2207,10.0,(0.00%),2.2694 : 1,38957.0,HPG,VCI,Mua,Châu Âu,28/04/2022,22/09/2022,Hết hiệu lực,2025-10-02T10:37:51.159506,4
CHPG2208,10.0,-10 (-50%),3.7823 : 1,30258.0,HPG,ACBS,Mua,Châu Âu,09/05/2022,05/10/2022,Hết hiệu lực,2025-10-02T10:37:51.215357,5
CHPG2209,10.0,-10 (-50%),6.0516 : 1,34460.0,HPG,KIS,Mua,Châu Âu,16/05/2022,18/08/2022,Hết hiệu lực,2025-10-02T10:37:51.275716,6
CHPG2210,10.0,(0.00%),6.0516 : 1,36141.0,HPG,KIS,Mua,Châu Âu,16/05/2022,18/10/2022,Hết hiệu lực,2025-10-02T10:37:51.332566,7
CHPG2211,10.0,(0.00%),3.0258 : 1,33662.0,HPG,MBS,Mua,Châu Âu,17/05/2022,17/10/2022,Hết hiệu lực,2025-10-02T10:37:51.386934,8
CHPG2212,10.0,(0.00%),7.56 : 1,27829.0,HPG,KIS,Mua,Châu Âu,17/06/2022,23/12/2022,Hết hiệu lực,2025-10-02T10:37:51.441305,9
CHPG2214,10.0,(0.00%),7.56 : 1,28744.0,HPG,KIS,Mua,Châu Âu,03/06/2022,30/12/2022,Hết hiệu lực,2025-10-02T10:38:04.131326,1
CHPG2215,10.0,(0.00%),10 : 1,22999.0,HPG,KIS,Mua,Châu Âu,19/07/2022,24/03/2023,Hết hiệu lực,2025-10-02T10:38:04.182706,2
CHPG2216,50.0,-110 (-68.75%),3 : 1,19000.0,HPG,VND,Mua,Châu Âu,18/08/2022,22/12/2022,Hết hiệu lực,2025-10-02T10:38:04.232572,3
CHPG2217,10.0,-10 (-50%),2 : 1,25000.0,HPG,VND,Mua,Châu Âu,18/08/2022,22/12/2022,Hết hiệu lực,2025-10-02T10:38:04.282953,4
CHPG2218,10.0,(0.00%),4 : 1,24888.0,HPG,KIS,Mua,Châu Âu,06/09/2022,07/12/2022,Hết hiệu lực,2025-10-02T10:38:04.332820,5
CHPG2219,10.0,(0.00%),5 : 1,26888.0,HPG,KIS,Mua,Châu Âu,06/09/2022,08/03/2023,Hết hiệu lực,2025-10-02T10:38:04.390181,6
CHPG2220,10.0,(0.00%),2 : 1,24000.0,HPG,SSI,Mua,Châu Âu,22/09/2022,30/12/2022,Hết hiệu lực,2025-10-02T10:38:04.442071,7
CHPG2221,10.0,(0.00%),4 : 1,25000.0,HPG,SSI,Mua,Châu Âu,22/09/2022,29/03/2023,Hết hiệu lực,2025-10-02T10:38:04.493419,8
CHPG2223,10.0,(0.00%),2 : 1,22500.0,HPG,HCM,Mua,Châu Âu,27/09/2022,28/02/2023,Hết hiệu lực,2025-10-02T10:38:04.545280,9
